CustomerID,Name,Email,Region,LoyaltyTier
C0288,Michelle Smith,sandra64@gonzalez-friedman.com,East,Silver
C0289,Joseph Warner,walkertammy@hayes.com,North,Silver
C0290,Sarah Gardner,cameronadam@vaughan.com,West,Gold
C0291,Amanda Matthews,campbellsheri@yahoo.com,West,Silver
C0292,Mallory Davis,andrewhubbard@fritz-smith.biz,North,Bronze
C0293,Amanda Galvan,odavis@garcia.biz,South,Silver
C0294,James Baird,salasrobert@mitchell.com,West,Bronze
C0295,James Jones,jennafernandez@yahoo.com,East,Gold
C0296,David Gray,christopherdavis@webb.com,West,Silver
C0297,Randy Pratt,jillianfernandez@gmail.com,East,Gold
C0298,Kyle Vazquez,valeriechurch@green.com,East,Gold
C0299,Matthew Payne,janetstewart@yahoo.com,North,Platinum
C0300,Sarah Green,sjones@wheeler-armstrong.com,West,Bronze
C0301,Zachary Young,xwilson@thompson.com,North,Gold
C0302,Jerry Myers,ryansamantha@guzman.com,South,Gold
C0303,Sean Nelson,frances79@hotmail.com,East,Silver
C0304,Nicholas Leblanc,bjackson@guzman.com,South,Gold
C0305,Marisa Moore,claytonshawn@yahoo.com,North,Bronze
C0306,Francisco Carroll,josephcharles@yahoo.com,North,Silver
C0307,Peter Hale,leahclements@yahoo.com,South,Gold
C0308,Jose Thompson,lgarrett@rowe.com,North,Silver
C0309,Justin Knapp,lisagillespie@gmail.com,East,Platinum
C0310,Melinda Macias,jessicawilson@byrd.biz,West,Silver
C0311,Christine Wright,umeyers@blake-barnes.org,East,Platinum
C0312,Amber Chavez,cjohnson@stone-weaver.com,East,Silver
C0313,Dr. Melissa Meyer,ruizemily@gmail.com,West,Bronze
C0314,David Lopez,shepherdjodi@hotmail.com,East,Platinum
C0315,Michael Wilson,judypratt@hotmail.com,East,Bronze
C0316,Alec Lynch,stevenrivera@lopez-reeves.com,East,Silver
C0317,Beverly Underwood,laura44@mckinney.com,South,Bronze
C0318,Catherine Miller,marshgregory@edwards.org,West,Bronze
C0319,Nicole Fuller,andrewwilliams@nielsen.com,West,Platinum
C0320,Tammy Shepherd,brownrobert@escobar-schmidt.info,West,Platinum
C0321,Abigail Hamilton,melissa00@yahoo.com,North,Platinum
C0322,Diana Anderson,brewersheila@yahoo.com,South,Silver
C0323,Julie Lee,evanslarry@gmail.com,North,Bronze
C0324,Susan Scott,cdawson@yahoo.com,North,Platinum
C0325,Adam Baldwin,shawnortiz@decker-jones.info,North,Bronze
C0326,Wendy Thomas,paigecarpenter@yahoo.com,East,Gold
C0327,Cheyenne Jacobs,nsims@yahoo.com,South,Bronze
C0328,Debra Lopez,tcruz@porter-walker.com,South,Platinum
C0329,Tyler Miller,lance99@gmail.com,South,Bronze
C0330,Jeanne Cook,samuelcampbell@garrison-glass.org,South,Gold
C0331,Justin Rodriguez,jimcasey@yahoo.com,North,Silver
C0332,Heather Leonard,randallangelica@yahoo.com,West,Platinum
C0333,Sherri Lamb,joshua63@lee-harris.net,North,Platinum
C0334,Gregory Sparks,howardmichael@gmail.com,North,Silver
C0335,David Jefferson,kylejefferson@ortega.com,West,Silver
C0336,Jacob Ashley,tracy71@gmail.com,North,Platinum
C0337,Tammy Potts,jacquelinetravis@yahoo.com,North,Silver
C0338,Nicholas Ingram,dwong@hotmail.com,North,Bronze
C0339,Sylvia Wilcox,bprice@gmail.com,East,Gold
C0340,Aaron Lopez,pamelavance@hotmail.com,South,Bronze
C0341,Anthony Moore,nolanjames@hays-norton.com,West,Silver
C0342,Lauren Owens,myersbrian@gmail.com,North,Platinum
C0343,Judith Garcia,aavila@yahoo.com,South,Gold
C0344,Donna Warner,portermelissa@yahoo.com,West,Gold
C0345,Lisa Bishop,jjohnson@hotmail.com,South,Gold
C0346,Brandon George,caitlinmullen@drake-owens.com,West,Gold
C0347,Jeremy Todd,maldonadolarry@rhodes-parker.info,West,Silver
C0348,Pam Santiago,rhicks@bennett-stone.org,South,Gold
C0349,Kimberly Garcia,calhounlaura@yahoo.com,East,Bronze
C0350,Johnny Andrews,xcastillo@hotmail.com,West,Gold
C0351,Christopher Wood,ashley72@brown.com,South,Bronze
C0352,Dennis Rose,jeffreypalmer@gmail.com,East,Silver
C0353,Catherine Thornton MD,michaelwhite@edwards-brown.com,West,Platinum
C0354,Claudia Mullins,julia03@olson-burke.com,North,Silver
C0355,Dylan Garcia,obradley@yahoo.com,North,Platinum
C0356,Chelsey Webb,xanderson@gmail.com,South,Bronze
C0357,Melissa Cole,mmiller@ross.com,East,Platinum
C0358,Monique Barber,katherinepeterson@hull.com,North,Silver
C0359,Samantha Clayton,garrettbaker@ramsey.com,East,Gold
C0360,Michelle Thompson,hardindonald@walker.info,North,Bronze
C0361,Christopher Jones,iclarke@mcdonald.net,West,Gold
C0362,Christina Stanley,burtonsamuel@smith-phillips.com,East,Gold
C0363,Timothy Walker,wduncan@dean.com,West,Gold
C0364,Stephanie Greene,ukennedy@gmail.com,West,Bronze
C0365,Melanie Zavala,asnow@cole-rios.com,West,Gold
C0366,Katelyn Vincent,meganprince@gmail.com,East,Silver
C0367,Brandy Walton,kevin39@donovan.com,North,Gold
C0368,James Moses,devingreer@simpson.com,East,Bronze
C0369,Lauren Leonard,jared31@yahoo.com,East,Bronze
C0370,Ashley Nelson,zburnett@dunn.biz,East,Gold
C0371,Ronald Olson,crystaljordan@bernard-chavez.com,West,Platinum
C0372,Rebecca Williams,ruthhester@hotmail.com,East,Bronze
C0373,Heather Velazquez,david64@hotmail.com,South,Bronze
C0374,Kristi Olson,ellismichael@hotmail.com,North,Platinum
C0375,Rebecca Ramirez,dawn20@delgado.com,West,Gold
C0376,Christopher Harris,jeffrey20@spence-wilson.net,South,Bronze
C0377,Charles Ibarra,jessicagarcia@grimes.biz,North,Bronze
C0378,Joshua Ho,lisa98@bridges-baldwin.com,South,Gold
C0379,John Smith,davidmarshall@miller.com,North,Gold
C0380,James Hernandez,johnrose@davis.com,North,Gold
C0381,Adrian Smith,qalvarez@gmail.com,North,Platinum
C0382,Anthony Singleton,vanessavaldez@yahoo.com,West,Bronze
C0383,Edwin Rios,paul04@roberts-martinez.com,North,Gold
C0384,Eric Morris,katherine34@johnson.com,East,Platinum
C0385,Courtney Matthews,stephencarson@mcbride.com,East,Gold
C0386,Eric Fischer,lancerich@sullivan-ortiz.biz,East,Bronze
C0387,Kari Kim,marquezmichele@branch.net,North,Bronze
C0388,Jeremy Collins,xshaffer@hopkins-brown.info,North,Gold
C0389,Lori Thompson,amartin@bass.org,North,Bronze
C0390,Patricia Pugh,karen57@gmail.com,East,Platinum
C0391,Leah Ellison,asmith@peterson.com,East,Gold
C0392,Steven Alvarado,bdrake@avila-lopez.com,East,Platinum
C0393,Randall Alexander,chapmanjennifer@may.com,West,Silver
C0394,Scott Nash,phillipsangelica@hotmail.com,East,Platinum
C0395,Jimmy Olsen,skinnertravis@yahoo.com,East,Silver
C0396,David Garcia,michael18@meza.info,East,Platinum
C0397,Shane Peters,tara74@brock-richmond.com,North,Gold
C0398,Jeremy Black,ccoleman@hotmail.com,South,Gold
C0399,Michael Wilson,hwarner@rich.com,West,Platinum
C0400,Victoria Booker,nicole70@cox.com,South,Gold
C0401,Robert Hutchinson,jasmine58@hotmail.com,West,Platinum
C0402,Aaron Lambert,georgedaniel@williams.com,North,Bronze
C0403,Lisa Wheeler,nathan09@yahoo.com,South,Bronze
C0404,Gregory Jones,timothy84@yahoo.com,West,Gold
C0405,Jessica Taylor,john51@cook.com,North,Bronze
C0406,Michelle Harrison,kevin94@yahoo.com,North,Silver
C0407,Shawna James,paula32@mendez.com,North,Platinum
C0408,Leslie Williamson,wberry@smith.org,East,Silver
C0409,Diane Woods,jeremypeters@hotmail.com,East,Bronze
C0410,Marcus Clay,marquezanthony@hotmail.com,North,Gold
C0411,Maureen Fisher,qgonzalez@gmail.com,East,Bronze
C0412,Amber Spence,laurenadams@yahoo.com,East,Silver
C0413,Katherine Cameron,swest@wallace-nelson.com,North,Gold
C0414,Hannah Peters,corey17@hotmail.com,North,Platinum
C0415,Curtis Wise,dmason@snyder-russell.info,North,Platinum
C0416,Blake Frost,joanne16@vaughn.com,East,Bronze
C0417,Melissa Lam,marythompson@williams-perez.org,West,Gold
C0418,Debbie Nelson,iaguilar@martinez.com,West,Platinum
C0419,Christopher Jones,toddbridget@hooper-burnett.biz,West,Silver
C0420,Kathryn Cooper,andrew94@cook-brown.com,North,Bronze
C0421,Sandra Gonzalez,kfrancis@davis.net,South,Silver
C0422,Michael Johnson,alec71@perez-williams.com,South,Bronze
C0423,Matthew Fox,austin21@williams.net,West,Platinum
C0424,Robert Bell,nguyenjose@gmail.com,West,Bronze
C0425,Katelyn Gill,osbornshannon@gmail.com,South,Gold
C0426,Kevin Griffith,mark31@hotmail.com,East,Platinum
C0427,Joanna Baker,michael23@yahoo.com,North,Platinum
C0428,Mary Mitchell,gomezmelinda@hotmail.com,East,Gold
C0429,Ronald Fisher,gwright@yahoo.com,East,Platinum
C0430,Jennifer Wilkerson,melodywilkins@yahoo.com,West,Gold
C0431,Dr. Tyler Prince,karengriffin@gmail.com,East,Silver
C0432,Louis Fernandez,ohubbard@cline.biz,East,Gold
C0433,Gregory Randolph,ereynolds@gmail.com,North,Silver
C0434,Suzanne Chang,imartinez@mclaughlin-davis.com,South,Bronze
C0435,Gregory Moon,paul65@mayer.com,North,Silver
C0436,Debbie Vaughn,crystalblackburn@wright-henderson.com,West,Silver
C0437,Jordan Miller,williamjefferson@gmail.com,East,Gold
C0438,Carrie Lee,twashington@lopez.com,West,Silver
C0439,Samuel Patterson,ywhitney@king-robinson.com,West,Gold
C0440,John Rocha,lindasmith@gmail.com,North,Gold
C0441,Michael Armstrong,iwilson@hotmail.com,East,Gold
C0442,Steven Campbell,sheabrenda@hotmail.com,North,Bronze
C0443,Albert Key,brian50@yahoo.com,East,Platinum
